pid,title,tranform,other Element to Look For,HighLevelCollectionName
draft:12647,Family of Charles IV.,ArtBatchTransform: 2015-01-06T15:18:08.352-05:00,displaysIn:Trove,Trove
draft:12614,Thomas Mifflin and Sarah Morris (Mr. and Mrs. Mifflin).,ArtBatchTransform: 2015-01-06T15:18:08.352-05:00,displaysIn:Trove,Trove
draft:12610,Pilgrimage to the Island of Cythera.,ArtBatchTransform: 2015-01-06T15:18:08.352-05:00,displaysIn:Trove,Trove
draft:12648,Oath of the Horatii.,ArtBatchTransform: 2015-01-06T15:18:08.352-05:00,displaysIn:Trove,Trove
draft:12651,Exterior View of Chiswick House.,ArtBatchTransform: 2015-01-06T15:18:08.352-05:00,displaysIn:Trove,Trove
draft:12605,The Swing.,ArtBatchTransform: 2015-01-06T15:18:08.352-05:00,displaysIn:Trove,Trove
draft:12606,The Invention of the Balloon.,ArtBatchTransform: 2015-01-06T15:18:08.352-05:00,displaysIn:Trove,Trove
draft:12657,The Print Lovers.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12659,Snowstorm: Hannibal and His Army Crossing the Alps.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12661,Departure of the Volunteers of 1792 (The Marseillaise).,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12660,Large Odalisque.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12658,"Liberty Leading the People: July 28\,1830.",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12662,Abbey in an Oak Forest.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12656,"Rue Transnonain\, Le 15 Avril 1834.",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12655,Portrait of Madame Désiré Raoul-Rochette.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12667,"The Raft of the ""Medusa"".",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12670,The Hay Wain.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12668,"The Burning of the Houses of Lords and Commons\, 16th October 1834.",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12666,"Houses of Parliament\, London.",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12665,The Oxbow.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12663,"Trinity Church\, New York City.",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12664,"Print of the Altes Museum\, Berlin.",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12669,Monticello.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12671,"Etching of U.S. Capitol\, Washington D.C.",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12654,Study of Hands and Feet.,ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12652,"The Sighting of ""Argus"" (Esquisse).",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12653,"The Sighting of ""Argus"" with Studies of Bodies (Esquisse).",ArtBatchTransform: 2015-01-07T10:54:54.669-05:00,displaysIn:Trove,Trove
draft:12684,The Founding of Tenochtitlan.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12683,"Battle Scene\, Hide Painting.",ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12685,Bandolier Bag.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12681,Feathered Basket.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12682,Wampum Belt.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12691,Grizzly Bear House-Partition Screen.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12686,Machu Picchu.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12680,Baby Carrier.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12693,Kwakwaka'wakw Bird Mask.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12687,Chilkat Blanket.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12689,Blackfoot Women Raising a Tipi.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12690,Taos Pueblo.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12694,Blackware Storage Jar.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12692,The Spirit of Haida Gwaii.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12688,Koshares of Taos.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12672,Feather Headdress of Moctezuma.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12675,Reconstruction of the Great Pyramid of Tenochitilan.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12677,Tunic.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12673,The Goddess of Coatlicue.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12697,National Museum of the American Indian.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12696,Whirling Log Ceremony.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12695,The Red Mean: Self-Portrait.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12678,Llama.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12676,A View of the World.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12674,"Inca Masonry\, Detail of a Wall at Machu Picchu.",ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12679,Two Grey Hills.,ArtBatchTransform: 2015-01-08T15:02:03.309-05:00,displaysIn:Trove,Trove
draft:12735,Reliquary.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12714,Hack-Gold with Stamped Ornament.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12736,Double-Edged Sword.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12716,Viking Weights.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12742,Gold Solidus from the Reign of Frankish Emperor Charlemagne.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12741,Two Animal Head Weights (Left and Right) and Weight with Precious Metal Inset (Center).,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12739,Carolingian Swords.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12713,Contemporary Replicas of Silver Dirham of Harun Al Rashid.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12711,Fragment of a Scandinavian Mold for Making Imitation Islamic Coins.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12717,Collapsible Scales with Box and Two Weights.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12712,Silver Ingot with Mold.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12718,Hoard of Arm Rings and Ingots.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12715,Hack-Gold with Stamped Ornament.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12704,Cross Pin with Chain; Firesteel; Arm-Ring; Brooches.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12707,Slave Collar and Ankle Shackle.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12740,The Viking World.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12731,Map of 10th Century Eastern Europe.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12710,Necklace.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12709,Raw Amber.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12708,Silver Dirham.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12730,Radziwell Chronicle.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12706,Pin with Dragon's Head.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12705,Examples of Viking Age Beads.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12703,Fragments of Silk.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12738,Gokstad Ship.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12737,Mass Viking Grave.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12734,Male Weapon Burial.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12733,Wooden Shield.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12729,Decorated Iron Axe.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12732,Inlaid Axehead.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12727,Male Filed Teeth.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12728,Male Skull.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12700,"Slate from Killaloe\, Co. Clare\, Ireland.",ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12702,Female Burial Assemblage.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12721,Silver Hoard of Scandinavian and Baltic Objects.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12699,Walrus Skull Piece.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12725,Scandinavian Valkyrie Figures.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12726,Vale of York Hoard.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12719,Viking Weights with Coin Insets.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12720,Viking Lead Weight with Enameled Top.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12743,Oval Brooches.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12745,Wooden Stick.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12722,Folded Dirham with Suspension Ring.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12724,Arm Ring with Folded Dirhams.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12723,Pre-Viking Brooch.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12698,Transport Vessel.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12701,Reconstruction of Viking Longhouse.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12744,Slavic-Style Jewelry.,ArtBatchTransform: 2015-01-09T13:24:21.35-05:00,displaysIn:Trove,Trove
draft:12783,City Night.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12780,"Villa Savoye\, Poissy-Sur-Seine.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12781,"Steiner House\, Vienna.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12779,Nature Symbolized No. 2.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12785,Frederick C. Robie House.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12787,"Woolworth Building\, New York.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12786,Workers' Club.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12788,"Lookout Studio\, Grand Canyon National Park.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12790,Proun Space.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12775,L.H.O.O.Q.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12782,"The Flatiron Building\, New York.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12776,Merzbild 5b.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12777,Cut with the Dada Kitchen Knife Through the Last Weimar Beer-Belly Cultural Epoch in Germany.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12754,Standing Child.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12756,"Street\, Berlin.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12778,Fountain.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12753,Mandolin and Clarinet.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12757,Masks.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12761,Clothes and Customized Citroën (Expo 1925 Mannequins Avec Auto).,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12763,Three Women.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12755,Portrait of Daniel-Henry Kahnweiler.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12758,Les Demoiselles D'Avignon.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12784,"Color Reconstruction of the Dining Room\, Frederick C. Robie House.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12789,Red Canna.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12765,Unique Forms of Continuity in Space.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12766,Electric Light.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12759,Self-Portrait Nude.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12762,The Large Blue Horses.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12764,Self-Portrait with an Amber Necklace.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12760,Improvisation 28 (Second Version).,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12749,Ma Jolie.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12746,The Woman with the Hat.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12769,Homage to Blériot.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12773,Armored Train in Action.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12772,The Outbreak.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12768,Corner Counter-Relief.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12770,The Newborn.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12793,"Composition with Yellow\, Red\, and Blue.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12791,Succulent.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12792,"Fallingwater (Edgar Kauffman House)\, Mill Run.",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12774,"Hugo Ball Reciting the Sound Poem ""Karawane"".",ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12794,Schröder House.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12795,Worker and Collective Farm Woman.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12748,Le Bonheur De Vivre.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12750,Mountains at Collioure.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12747,Family of Saltimbanques.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12771,Torso of a Young Man.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12767,Suprematist Painting (Eight Red Rectangles).,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12752,Voilin and Palette.,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12751,La Bouteille De Suze (Bottle of Suze).,ArtBatchTransform: 2015-01-16T09:24:01.392-05:00,displaysIn:Trove,Trove
draft:12811,"National Gallery\, London.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12809,Sistine Madonna.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12812,Grand Gallery of the Louvre.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12801,Palace of Versailles.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12805,"Holkham Hall\, Norfolk\, England\, Sculpture Gallery.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12799,Palace of Versailles.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12829,French Wallpaper.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12810,"Belvedere Palace\, (Upper Palace).",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12807,Tribuna of the Uffizi.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12813,"Belvedere Palace\, (Upper Palace) Interior Gallery.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12814,Prado Museum.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12800,Archduke Leopold Wilhelm in His Gallery in Brussels.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12802,Lord Arundel in His Sculpture Gallery.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12803,Thomas Coke on the Grand Tour.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12804,"Holkham Hall\, Norfolk\, England\, Exterior View.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12826,Slave Ship.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12824,The Gates.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12806,"Holkham Hall\, Norfolk\, England\, Drawing Room.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12828,French Commode.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12823,Spiral Jetty.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12827,Rain Room.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12825,The Scream.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12808,Christie's Auction Room.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12816,"Altes Museum\, Berlin.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12798,"Sistine Chapel\, Interior.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12797,"Hall of Mirrors\, Palace of Versailles.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12796,Louis XIV.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12815,"Exhibition Room\, Somerset House.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12822,Albert Barnes Collection Installation.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12821,The Painter's Studio.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12817,Louvre Museum.,ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12820,"Museum of Fine Arts\, Boston.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
draft:12818,"Metropolitan Museum of Art\, New York.",ArtBatchTransform: 2015-01-21T11:07:32.565-05:00,displaysIn:Trove,Trove
